"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"84"," 3.782388e+01","-1.173373e+02","NV","5668","5048","5045","5272","80","79","4983","2443","5676","4306","4899","4566","5611","4996","5613","4446","5970","5054","2861","3526","131","5049","1494","1816","2514","5971","1472","3317","2866","1819","2544","3653","1233","409","2867","3238","3782","1471","376","481","3104","1011","5051","6104","5053","2050","3790","2159","6103","3733"
"85"," 3.782388e+01","-1.173375e+02","NV","186","131","5961","3059","5611","5668","409","3526","5972","3733","5613","1233","5121","1282","1471","4007","5970","3307","3791","2155","3781","2866","5969","1890","4983","4992","4184","6104","1011","1236","4996","4899","3543","430","5971","132","5674","1592","4982","3782","5354","2959","6103","4564","5048","3653","5045","3058","4307","3790"
"86"," 3.946489e+01","-1.208449e+02","CA","5015","583","3806","3805","2842","2843","2844","5359","5357","5358","2020","2019","3156","1150","1152","1151","1525","1518","1522","1520","1526","1530","1521","1524","1529","1519","1517","1523","1527","1528","4457","4456","4597","4182","4888","4458","4459","1763","1762","4069","1900","1273","444","1272","1271","2109","2364","2363","1804","2460"
"87"," 3.627572e+01","-1.151859e+02","NV","4939","4485","5830","5132","2073","1119","2477","981","5827","3000","88","111","2149","4955","4422","5255","993","3763","4717","3029","2465","412","4715","4886","734","5109","4149","3145","1003","5580","3762","2467","3319","3190","2397","3453","4994","3954","736","1979","1367","5392","735","357","4152","5501","5573","3033","3288","5313"
"88"," 3.627564e+01","-1.151859e+02","NV","87","5393","4939","4715","4938","2073","89","5501","3032","4422","2964","4956","5132","3954","990","1362","3456","113","5134","4937","5109","240","3031","1201","5827","1119","3762","5133","1118","5500","5719","2016","4994","1862","707","3029","734","2965","3001","5731","2691","1003","1367","2101","4936","1004","5580","2223","1947","4885"
"89"," 3.627564e+01","-1.151860e+02","NV","3029","88","4422","4717","4715","3290","5111","5500","981","734","180","5581","5133","87","1004","735","4939","2314","4601","240","5501","1002","4938","4994","5393","1362","2150","5134","4352","736","637","4955","3319","2473","1118","111","733","988","4309","995","3033","1859","4659","142","2964","3189","978","4920","3487","2474"
"90"," 3.726027e+01","-1.218901e+02","CA","162","161","163","2659","2803","5405","2802","5677","3482","5117","3523","4481","5195","2001","5026","3581","4864","2936","5227","5037","5403","3562","5228","5038","4298","3561","5036","4299","117","5035","116","1889","4857","413","4181","321","273","319","3479","320","3478","3480","2912","3046","4480","3282","130","2271","1747","3481"
"91"," 3.778878e+01","-1.222894e+02","CA","92","765","1345","1344","3777","5064","2819","1239","57","3778","4420","2897","3881","1343","469","2916","2644","2267","5898","3885","1635","1341","5490","2849","3883","2914","2915","1342","2919","1240","5935","899","3886","785","3884","786","2266","3874","2818","3934","2950","3352","2817","766","2917","1340","2816","3882","5183","5190"
"92"," 3.872861e+01","-1.213029e+02","CA","2914","2644","4420","3777","91","2267","2897","1343","1344","2916","1345","2818","3881","765","3885","3883","2819","5935","5064","1342","3778","1239","1341","5898","3884","766","3934","469","785","2915","786","57","2266","5490","2918","1240","2948","1635","2950","2849","2919","3352","2817","2816","3874","2917","5726","1340","3882","5183"
"93"," 3.596341e+01","-1.194568e+02","CA","2246","4910","1109","2483","567","1099","5165","2829","1110","2245","3769","2824","1100","2823","1445","2946","1415","5166","2794","2481","1111","6105","2482","1761","6010","5399","5400","3768","5370","5247","3767","3912","6011","4684","6126","6106","4337","348","5722","4750","5721","1856","5246","1857","3303","3911","1955","3302","3301","1125"
"94"," 4.727889e+01","-1.222452e+02","PSE","4875","1238","4230","5724","533","4206","4190","374","5046","2859","1623","3793","1872","4900","3632","859","3730","2798","5089","4613","95","505","304","4148","2505","6072","5531","2044","2410","596","1421","3036","3729","2522","4874","4022","485","4787","597","3205","2068","427","6111","2162","5985","715","5844","3525","5791","4850"
"95"," 4.727889e+01","-1.222453e+02","PSE","3216","3632","2087","715","4022","1887","5089","2044","1872","6110","5046","5888","4898","304","5724","5844","5175","1676","4478","4004","1057","1871","2343","532","2873","2611","1041","1725","373","5077","859","2224","3796","1405","5011","3814","4875","5839","3974","5531","570","4190","486","515","3419","3122","2045","5260","4694","2859"
"96"," 3.282778e+01","-1.167899e+02","CA","5082","5081","5080","5079","97","4741","3158","4743","4740","4742","1624","1538","1626","3411","1625","3412","3413","3414","2745","2744","2746","4061","4060","4605","4604","1723","5514","1722","5516","5515","1721","308","1720","2588","4062","5513","2589","2591","2587","2590","2586","310","1392","2585","1389","2584","309","1393","1718","1719"
"97"," 3.282778e+01","-1.167900e+02","CA","5082","5080","5081","96","4741","4740","4743","5079","4742","3158","3412","1538","1624","1625","3413","3411","3414","1626","4061","1723","2744","2745","1721","4060","2746","1720","1722","2588","2590","2591","2587","4062","308","2589","5514","5516","4605","309","5513","2585","5515","310","2586","2584","4604","1389","1392","1718","2054","1719"
"98"," 4.847158e+01","-1.225512e+02","PSE","2856","3960","5852","5985","5923","5175","5043","95","148","373","1872","545","427","4022","3795","4872","2068","6110","3216","4043","1051","4176","5662","3817","4206","4851","715","5631","581","1913","4190","5724","3702","5322","1191","1174","138","544","3730","4544","306","5808","4004","274","4305","2859","5635","1029","2385","2667"
"99"," 3.486021e+01","-1.168532e+02","CA","4848","100","1115","4847","1114","1670","2069","482","3217","2545","5518","5517","5086","2025","3034","421","1175","5065","5066","3101","612","613","2327","3267","230","229","2012","4356","3169","6121","685","5309","3045","4548","4662","703","5568","3973","1875","3898","3897","1874","467","173","2022","2021","4171","1156","1157","418"
"100"," 3.485985e+01","-1.168632e+02","CA","4848","1114","1670","99","2069","1115","4847","482","3217","2545","5518","5517","5086","2025","3034","421","1175","5065","5066","3101","613","612","2327","3267","230","229","2012","4356","3169","6121","685","5309","3045","4548","4662","703","5568","3973","1875","3898","3897","1874","467","173","4171","2022","2021","1156","1157","418"
"101"," 3.487000e+01","-1.168400e+02","CA","104","3192","103","3193","3876","4969","631","102","630","3405","629","632","3875","628","1984","699","1671","3467","518","3468","5234","4260","517","1730","3771","3770","4575","5245","4259","5244","2518","2517","2516","392","4336","4334","4335","704","1442","1443","4891","705","936","5606","1147","1146","932","5477","4739","3395"
"102"," 3.487000e+01","-1.168800e+02","CA","3876","103","101","3192","104","3405","4969","628","632","3875","630","631","3193","629","1984","1671","699","518","3467","3468","5234","517","1730","4260","3771","3770","4575","5245","5244","4259","2517","2516","2518","392","4334","4335","4336","4891","1443","704","705","1442","936","5606","932","1146","1147","5477","4739","3395"
"103"," 3.487000e+01","-1.168600e+02","CA","3876","4969","3193","3405","101","3875","102","3192","104","630","632","631","629","699","628","1984","1671","3467","3468","518","4260","1730","5234","3771","3770","4575","517","4259","5245","5244","2518","2517","2516","4334","4336","4335","1442","392","1443","1146","1147","5477","4891","936","704","705","4739","5606","932","4430"
"104"," 3.487000e+01","-1.168500e+02","CA","101","3192","3193","631","3405","102","103","4969","3876","630","1984","632","3875","629","628","1671","699","518","5234","3467","3468","517","4260","1730","5245","3771","5244","3770","4575","2517","2518","2516","4259","392","4891","704","705","936","5606","4334","4336","4335","1442","1443","932","1146","1147","5477","4739","3395"
"105"," 3.503447e+01","-1.182840e+02","CA","5527","107","5528","5526","108","106","697","698","5519","5525","784","244","3547","3548","3462","3587","4778","4781","172","4218","4779","4780","1764","4782","2157","5756","5755","5530","3810","3977","3976","3570","3567","3568","3569","954","1346","1563","1562","5609","2933","4132","4141","4137","4138","727","4133","4135","4136","4134"
"106"," 3.503447e+01","-1.182841e+02","CA","5526","5527","108","107","5528","105","697","698","5519","3547","5525","784","3548","244","3587","172","1764","3462","2157","4778","4218","4781","4779","4780","4782","5756","5755","3810","5530","3977","3976","3570","3567","3569","3568","954","1346","1563","1562","5609","2933","4132","4141","4137","4138","4133","727","4135","4136","4134"
"107"," 3.503835e+01","-1.182927e+02","CA","5527","105","5526","106","5528","108","698","697","5519","5525","3547","784","3548","244","3587","172","3462","1764","2157","4778","4218","4781","4779","4780","4782","5756","5755","5530","3810","3977","3976","3570","3567","3568","3569","954","1346","1563","1562","5609","2933","4132","4141","4137","4138","727","4133","4135","4136","4134"
"108"," 3.503835e+01","-1.182928e+02","CA","5527","5526","106","5528","107","105","697","698","5519","5525","784","244","3547","3548","3462","3587","172","1764","2157","4781","4778","4218","4779","4780","4782","5756","5755","5530","3810","3977","3976","3570","3567","3569","3568","954","1346","1563","1562","5609","2933","4132","4141","4137","4138","4133","727","4136","4135","4134"
"109"," 4.058083e+01","-1.118574e+02","PACE","1","883","1438","1491","5663","639","5956","3472","4965","4404","4405","1439","4194","3304","5865","5691","5664","2943","1168","3363","1399","2648","1026","110","4946","14","738","4844","2","5504","4977","4843","4317","5880","1982","1171","1531","4081","2524","2249","641","4860","1532","627","5505","1492","5883","1958","4713","5665"
"110"," 4.058083e+01","-1.118576e+02","PACE","1438","4194","2943","4946","4518","3472","14","641","4977","883","5691","1","4404","5865","4317","1491","5664","4714","2753","1532","1492","5101","109","5505","5690","4195","4713","1439","420","2258","5885","2648","1171","5956","5663","3304","1531","1399","4947","4405","1169","738","5504","2523","639","4860","2524","4843","3363","4963"
"111"," 3.616685e+01","-1.151919e+02","NV","87","2073","3644","5133","4938","5255","5292","4717","5829","2465","180","4939","3453","240","356","412","4715","239","707","154","3145","3000","5730","153","1978","3954","2469","1119","142","5393","4422","4274","5111","2691","1367","3189","1362","1544","5495","3029","357","997","4152","3146","3289","5718","5574","3210","2464","5500"
"112"," 3.616667e+01","-1.151919e+02","NV","87","5392","3189","4939","2465","4519","2405","4936","3190","5501","5102","2150","4715","5134","4717","1366","5393","4955","5132","357","1947","240","4485","4887","735","4127","1367","5495","4956","733","3146","88","3033","89","153","5133","5135","4690","5827","5255","2473","412","356","5500","1895","736","3644","5292","2964","4994"
"113"," 3.616667e+01","-1.151922e+02","NV","3289","4485","3645","4939","87","3455","2314","88","3189","3029","691","4955","5132","2223","4129","2465","3954","5255","2073","4422","1859","5829","4150","2474","690","2150","2472","4274","5580","4936","4659","693","4691","2403","2467","4716","2101","897","5393","1367","1978","3953","4994","4937","4149","4519","1544","3190","3210","3319"
"114"," 3.616685e+01","-1.151922e+02","NV","4939","707","4422","3644","4936","5102","5133","4938","2469","6052","1978","637","412","5495","240","692","5718","5134","997","1367","3032","87","2073","6050","4275","3453","3645","3189","3456","4151","3288","5255","2476","4715","3309","4519","2473","1362","3454","4601","5313","88","4418","5414","5499","192","2578","4485","5496","1979"
"115"," 3.872861e+01","-1.222894e+02","CA","294","5748","2043","5749","2042","1503","2932","5169","4695","2931","2930","2925","1953","28","4696","5170","2927","812","2926","2929","4945","5372","5529","2928","4944","1954","3022","5106","810","2382","5371","5374","3925","513","2041","5373","811","2204","3023","2791","2402","879","2749","3926","820","5656","359","819","3950","360"
"116"," 3.789825e+01","-1.225243e+02","CA","5227","4181","5228","273","4298","117","4299","5677","130","1889","4857","2271","3046","272","2912","3142","3482","2337","128","1436","2270","161","4744","4864","4481","1321","3282","4919","1322","90","3581","1323","2659","4243","4242","3523","4240","5117","162","5078","2802","163","4241","3313","5405","2001","2803","2935","1462","1813"
"117"," 3.789825e+01","-1.225244e+02","CA","5227","116","4298","1889","273","4857","5677","2912","5228","4299","4864","4181","3046","3482","2271","4481","3142","130","161","1436","3282","128","2337","90","162","3581","4919","5117","2270","272","163","2802","4744","5405","3523","1321","2659","1322","4243","4241","2803","1323","2001","4242","5078","4240","5195","3313","1462","2935"
"118"," 4.149972e+01","-1.205331e+02","PACW","3851","4482","3854","1547","316","1673","3784","1549","2729","466","3853","1161","313","5789","384","2262","5476","5940","315","5238","314","6065","6066","3783","5678","1548","3850","4183","3700","1229","3279","4582","2407","1672","5681","1404","1016","3849","5562","5561","5559","5790","3400","6067","5560","2645","5457","5788","3246","1221"
